Tempo,E[N],E[W],Erro_Little,Ocupacao
100.000000,6.426671,0.064260,0.000000000008764,0.798284
200.000000,7.709872,0.076593,-0.000000000042533,0.812306
300.000000,7.194227,0.071301,-0.000000000045793,0.800805
400.000000,7.378917,0.073304,-0.000000000009277,0.803610
500.000000,7.365276,0.073148,0.000000000105189,0.805168
600.000000,7.209767,0.071737,0.000000000055349,0.803133
700.000000,7.203784,0.071679,0.000000000217897,0.801594
800.000000,7.491603,0.074500,0.000000000177327,0.806423
900.000000,7.509055,0.074668,0.000000000141004,0.807121
1000.000000,7.357157,0.073152,-0.000000000059678,0.804447
1100.000000,7.435742,0.074006,-0.000000000250500,0.804559
1200.000000,7.343690,0.073202,-0.000000000383826,0.803877
1300.000000,7.366060,0.073505,-0.000000000258455,0.802139
1400.000000,7.518563,0.074936,-0.000000000115655,0.804865
1500.000000,7.351237,0.073302,-0.000000000293228,0.803198
1600.000000,7.212694,0.072035,-0.000000000733685,0.801700
1700.000000,7.164768,0.071482,-0.000000001286893,0.802325
1800.000000,7.118346,0.071062,-0.000000001285040,0.802248
1900.000000,7.065521,0.070559,-0.000000001036305,0.801437
2000.000000,7.044100,0.070372,-0.000000000909594,0.801329
2100.000000,7.002615,0.069949,-0.000000001192390,0.801066
2200.000000,7.021384,0.070153,-0.000000000645734,0.800971
2300.000000,6.994078,0.069898,-0.000000001039888,0.800386
2400.000000,6.939622,0.069397,-0.000000000806664,0.799145
2500.000000,6.958224,0.069569,-0.000000001531862,0.799694
2600.000000,6.945167,0.069432,-0.000000000258517,0.799338
2700.000000,7.035640,0.070281,0.000000000548765,0.801234
2800.000000,6.965370,0.069591,-0.000000000591729,0.800122
2900.000000,6.945395,0.069405,-0.000000001138377,0.799620
3000.000000,6.901423,0.068986,-0.000000000525954,0.799217
3100.000000,6.918997,0.069166,-0.000000000490945,0.799841
3200.000000,6.902436,0.069035,0.000000000255776,0.799263
3300.000000,6.884598,0.068881,-0.000000001591470,0.798823
3400.000000,6.877869,0.068817,-0.000000001864676,0.798659
3500.000000,6.860899,0.068670,-0.000000000599133,0.798402
3600.000000,6.831031,0.068387,-0.000000001387773,0.798175
3700.000000,6.871852,0.068786,0.000000001295456,0.798966
3800.000000,6.849677,0.068570,0.000000002313409,0.798676
3900.000000,6.814127,0.068228,0.000000002541636,0.798022
4000.000000,6.826492,0.068339,0.000000002196547,0.798632
4100.000000,6.864744,0.068701,-0.000000000689289,0.799088
4200.000000,6.868913,0.068726,-0.000000002320597,0.799478
4300.000000,6.890760,0.068947,-0.000000003359638,0.799561
4400.000000,6.927321,0.069314,-0.000000002559129,0.800384
4500.000000,6.924504,0.069275,-0.000000002967211,0.800548
4600.000000,6.919334,0.069231,-0.000000003323051,0.800556
4700.000000,6.911780,0.069165,-0.000000004830391,0.800374
4800.000000,6.929598,0.069342,-0.000000005401551,0.800767
