Tempo,E[N],E[W],Erro_Little,Ocupacao
100.000000,1.419819,0.014330,-0.000000000001688,0.594429
200.000000,1.426731,0.014228,-0.000000000013239,0.601779
300.000000,1.424752,0.014266,0.000000000015006,0.600926
400.000000,1.444284,0.014425,0.000000000050368,0.601052
500.000000,1.451873,0.014531,0.000000000070971,0.600076
600.000000,1.454340,0.014551,0.000000000108314,0.600209
700.000000,1.448245,0.014529,0.000000000170115,0.598506
800.000000,1.450413,0.014552,0.000000000194224,0.599193
900.000000,1.461101,0.014634,0.000000000504735,0.600362
1000.000000,1.462716,0.014647,0.000000000130599,0.600834
1100.000000,1.455916,0.014583,0.000000000339704,0.600125
1200.000000,1.445363,0.014493,0.000000000625835,0.598559
1300.000000,1.447650,0.014505,0.000000000338008,0.599151
1400.000000,1.450101,0.014534,0.000000000141366,0.599674
1500.000000,1.448936,0.014524,0.000000000870082,0.599606
1600.000000,1.462240,0.014639,0.000000000630708,0.600758
1700.000000,1.462591,0.014646,0.000000000316291,0.600196
1800.000000,1.461786,0.014645,0.000000000365758,0.599839
1900.000000,1.461200,0.014648,0.000000000439081,0.599601
2000.000000,1.462256,0.014649,0.000000000805249,0.599882
2100.000000,1.461062,0.014630,0.000000001411272,0.599693
2200.000000,1.460135,0.014621,0.000000000901230,0.599857
2300.000000,1.459336,0.014605,0.000000000815563,0.599956
2400.000000,1.459745,0.014606,0.000000000420827,0.600018
2500.000000,1.461369,0.014618,0.000000001304904,0.600144
2600.000000,1.462399,0.014626,0.000000001301290,0.600310
2700.000000,1.463476,0.014638,0.000000002040309,0.600356
2800.000000,1.462391,0.014633,0.000000002405081,0.599783
2900.000000,1.462548,0.014633,0.000000003018329,0.599834
3000.000000,1.467048,0.014671,0.000000003065026,0.600450
3100.000000,1.464331,0.014648,0.000000002557547,0.600202
3200.000000,1.462096,0.014623,0.000000001588048,0.599998
3300.000000,1.463281,0.014633,0.000000000870488,0.600052
3400.000000,1.464617,0.014646,-0.000000000107863,0.600075
3500.000000,1.462951,0.014627,0.000000001289047,0.599862
3600.000000,1.464449,0.014646,0.000000000970109,0.599854
3700.000000,1.465243,0.014654,-0.000000001073666,0.600212
3800.000000,1.467317,0.014671,0.000000001693984,0.600529
3900.000000,1.468183,0.014677,0.000000003201786,0.600609
4000.000000,1.469139,0.014689,0.000000002628158,0.600621
4100.000000,1.471299,0.014713,0.000000004132087,0.600701
4200.000000,1.469173,0.014693,0.000000005219287,0.600643
4300.000000,1.468495,0.014687,0.000000003717520,0.600574
4400.000000,1.470749,0.014706,0.000000004753795,0.600823
4500.000000,1.471257,0.014708,0.000000003920263,0.600904
4600.000000,1.472016,0.014709,0.000000002456222,0.601142
4700.000000,1.472221,0.014713,0.000000002114564,0.601178
4800.000000,1.474005,0.014727,0.000000001969138,0.601393
4900.000000,1.475835,0.014742,0.000000000549192,0.601753
5000.000000,1.476595,0.014751,0.000000002091449,0.601928
5100.000000,1.474367,0.014736,0.000000001839251,0.601635
5200.000000,1.474344,0.014733,-0.000000000398474,0.601657
5300.000000,1.474576,0.014731,-0.000000003025011,0.601926
5400.000000,1.474109,0.014731,-0.000000003378225,0.601655
5500.000000,1.472261,0.014715,-0.000000002804339,0.601369
5600.000000,1.470559,0.014701,-0.000000003694507,0.601230
5700.000000,1.470878,0.014704,-0.000000002839603,0.601128
5800.000000,1.469781,0.014692,-0.000000001584581,0.601058
5900.000000,1.469091,0.014688,-0.000000001111474,0.600905
6000.000000,1.468270,0.014683,0.000000000964537,0.600723
6100.000000,1.466772,0.014671,-0.000000001376446,0.600638
6200.000000,1.467345,0.014675,-0.000000000755035,0.600617
6300.000000,1.468461,0.014683,0.000000003086990,0.600737
6400.000000,1.468952,0.014687,0.000000003905384,0.600761
6500.000000,1.467579,0.014678,0.000000000153889,0.600563
6600.000000,1.467387,0.014677,-0.000000000861739,0.600465
6700.000000,1.466802,0.014673,0.000000002179468,0.600302
6800.000000,1.467387,0.014678,0.000000003798603,0.600314
6900.000000,1.466521,0.014669,0.000000002213221,0.600282
7000.000000,1.466477,0.014669,0.000000003363777,0.600235
